city,state,confirmed,deaths,estimated_population_2019
Inimutaba,MG,576,17,7515.0
Ipaba,MG,1883,51,18607.0
Ipanema,MG,2806,66,19861.0
Ipatinga,MG,32982,910,263410.0
Ipiaçu,MG,548,6,4221.0
Ipuiúna,MG,1422,42,10079.0
Iraí de Minas,MG,895,14,6987.0
Itabira,MG,22217,374,120060.0
Itabirinha,MG,1145,39,11512.0
Itabirito,MG,13845,158,51875.0
Itacambira,MG,174,3,5385.0
Itacarambi,MG,759,17,18153.0
Itaguara,MG,2210,33,13358.0
Itaipé,MG,381,6,12760.0
Itajubá,MG,10026,419,96869.0
Itamarandiba,MG,2287,28,34735.0
Itamarati de Minas,MG,575,4,4355.0
Itambacuri,MG,920,26,23211.0
Itambé do Mato Dentro,MG,109,5,2081.0
Itamogi,MG,1316,45,10192.0
Itamonte,MG,2154,42,15579.0
Itanhandu,MG,2580,57,15331.0
Itanhomi,MG,913,26,12228.0
Itaobim,MG,1939,53,21062.0
Itapagipe,MG,2523,61,15243.0
Itapecerica,MG,1602,36,21762.0
Itapeva,MG,1809,38,9783.0
Itatiaiuçu,MG,564,34,11146.0
Itaverava,MG,118,3,5419.0
Itaú de Minas,MG,2395,36,16108.0
Itaúna,MG,11810,271,93214.0
Itinga,MG,526,15,14990.0
Itueta,MG,1120,4,6051.0
Ituiutaba,MG,16740,440,104671.0
Itumirim,MG,273,8,6023.0
Iturama,MG,6307,234,39263.0
Itutinga,MG,164,3,3788.0
Jaboticatubas,MG,1782,43,20143.0
Jacinto,MG,1082,19,12326.0
Jacutinga,MG,2617,50,25979.0
Jacuí,MG,1030,36,7686.0
Jaguaraçu,MG,432,11,3133.0
Jampruca,MG,266,5,5404.0
Janaúba,MG,5557,140,71648.0
Januária,MG,3557,78,67742.0
Japaraíba,MG,399,7,4350.0
Japonvar,MG,360,5,7969.0
Jaíba,MG,2874,62,38909.0
Jeceaba,MG,397,8,4912.0
Jenipapo de Minas,MG,175,5,7692.0
Jequeri,MG,710,23,12386.0
Jequitaí,MG,338,9,7531.0
Jequitibá,MG,479,10,5211.0
Jequitinhonha,MG,1899,20,25391.0
Jesuânia,MG,266,10,4787.0
Joanésia,MG,389,18,4573.0
Joaquim Felício,MG,296,4,4695.0
Joaíma,MG,1228,44,15432.0
Jordânia,MG,982,14,10812.0
Josenópolis,MG,464,3,4867.0
José Gonçalves de Minas,MG,137,1,4501.0
José Raydan,MG,346,2,4995.0
João Monlevade,MG,10509,243,79910.0
João Pinheiro,MG,5376,104,47452.0
Juatuba,MG,2896,79,26946.0
Juiz de Fora,MG,44980,1966,568873.0
Juramento,MG,199,3,4331.0
Juruaia,MG,1337,22,10563.0
Juvenília,MG,495,6,5724.0
Ladainha,MG,354,9,18111.0
Lagamar,MG,440,14,7613.0
Lagoa Dourada,MG,983,14,13009.0
Lagoa Formosa,MG,2170,64,18052.0
Lagoa Grande,MG,846,30,9532.0
Lagoa Santa,MG,5994,125,64527.0
Lagoa da Prata,MG,7999,162,52165.0
Lagoa dos Patos,MG,130,2,4102.0
Lajinha,MG,2595,41,19923.0
Lambari,MG,1885,38,20814.0
Lamim,MG,156,3,3391.0
Laranjal,MG,762,27,6810.0
Lassance,MG,473,6,6512.0
Lavras,MG,9077,171,103773.0
Leandro Ferreira,MG,316,8,3229.0
Leme do Prado,MG,178,3,4918.0
Leopoldina,MG,5938,163,52587.0
Liberdade,MG,255,8,5069.0
Lima Duarte,MG,890,48,16698.0
Limeira do Oeste,MG,1285,36,7536.0
Lontra,MG,717,10,9661.0
Luisburgo,MG,459,16,6266.0
Luislândia,MG,228,2,6699.0
Luminárias,MG,351,12,5446.0
Luz,MG,2101,37,18215.0
Machacalis,MG,717,12,7111.0
Machado,MG,4646,97,42133.0
Madre de Deus de Minas,MG,670,11,5098.0
Malacacheta,MG,1480,27,18650.0
Mamonas,MG,485,6,6543.0
Manga,MG,1513,17,18407.0
Manhuaçu,MG,7550,221,90229.0
Manhumirim,MG,2243,44,22707.0
Mantena,MG,3321,77,27644.0
Mar de Espanha,MG,1377,36,12814.0
Maravilhas,MG,683,7,7976.0
Maria da Fé,MG,1306,41,14095.0
Mariana,MG,10122,100,60724.0
Marilac,MG,299,10,4115.0
Maripá de Minas,MG,345,12,2973.0
Marliéria,MG,397,17,4039.0
Marmelópolis,MG,202,7,2755.0
Martinho Campos,MG,1250,33,13388.0
Martins Soares,MG,473,12,8417.0
Mata Verde,MG,585,8,8586.0
Materlândia,MG,225,1,4459.0
Mateus Leme,MG,2705,87,31086.0
Mathias Lobato,MG,328,12,3203.0
Matias Barbosa,MG,1909,58,14468.0
Matias Cardoso,MG,319,12,11157.0
Matipó,MG,1432,35,18908.0
Mato Verde,MG,1162,15,12459.0
Matozinhos,MG,3861,106,37820.0
Matutina,MG,245,5,3749.0
Medeiros,MG,266,1,3802.0
Medina,MG,1213,26,20820.0
Mendes Pimentel,MG,840,9,6446.0
Mercês,MG,465,21,10739.0
Mesquita,MG,427,6,5605.0
Minas Novas,MG,870,25,31484.0
Minduri,MG,190,8,3894.0
Mirabela,MG,1023,19,13589.0
Miradouro,MG,858,14,10754.0
Miravânia,MG,10,2,4888.0
Miraí,MG,1828,18,15014.0
Moeda,MG,394,13,4919.0
Moema,MG,1016,12,7517.0
Monjolos,MG,63,2,2220.0
Monsenhor Paulo,MG,892,8,8688.0
Montalvânia,MG,1376,18,14877.0
Monte Alegre de Minas,MG,1811,41,21120.0
Monte Azul,MG,1734,31,20854.0
Monte Belo,MG,1185,35,13166.0
Monte Carmelo,MG,5068,172,47809.0
Monte Formoso,MG,387,6,4906.0
Monte Santo de Minas,MG,1571,53,21524.0
Monte Sião,MG,2791,36,23803.0
Montes Claros,MG,42831,967,409341.0
Montezuma,MG,575,5,8249.0
Morada Nova de Minas,MG,628,12,8863.0
Morro da Garça,MG,118,9,2462.0
Morro do Pilar,MG,175,4,3182.0
Munhoz,MG,608,14,6029.0
Muriaé,MG,11725,328,108763.0
Mutum,MG,2153,37,26979.0
Muzambinho,MG,1813,36,20569.0
Mário Campos,MG,1369,53,15416.0
Nacip Raydan,MG,251,7,3220.0
Nanuque,MG,4462,127,40750.0
Naque,MG,593,22,6996.0
Natalândia,MG,287,6,3311.0
Natércia,MG,442,8,4730.0
Nazareno,MG,542,9,8608.0
Nepomuceno,MG,2632,44,26769.0
Ninheira,MG,468,7,10295.0
Nova Belém,MG,397,14,3190.0
Nova Era,MG,2142,52,17578.0
Nova Lima,MG,18203,227,94889.0
Nova Módica,MG,458,17,3600.0
Nova Ponte,MG,1971,31,15545.0
Nova Porteirinha,MG,593,8,7500.0
Nova Resende,MG,1672,30,16723.0
Nova Serrana,MG,6568,223,102693.0
Nova União,MG,331,8,5725.0
Novo Cruzeiro,MG,1688,34,31331.0
Novo Oriente de Minas,MG,590,17,10755.0
Novorizonte,MG,236,4,5299.0
Olaria,MG,60,2,1747.0
Olhos-d'Água,MG,208,5,6096.0
Oliveira,MG,5565,78,41687.0
Oliveira Fortes,MG,109,2,2133.0
Olímpio Noronha,MG,187,3,2787.0
Onça de Pitangui,MG,167,6,3148.0
Oratórios,MG,339,13,4655.0
Orizânia,MG,632,13,8018.0
Ouro Branco,MG,4950,56,39500.0
Ouro Fino,MG,2963,74,33639.0
Ouro Preto,MG,6325,128,74281.0
Ouro Verde de Minas,MG,356,10,5934.0
Padre Carvalho,MG,281,8,6378.0
Padre Paraíso,MG,1117,26,20154.0
Pai Pedro,MG,171,2,6089.0
Paineiras,MG,292,6,4486.0
Pains,MG,1001,9,8283.0
Paiva,MG,96,3,1529.0
Palma,MG,494,14,6616.0
Palmópolis,MG,403,11,5507.0
Papagaios,MG,1978,22,15674.0
Paracatu,MG,12738,255,93158.0
Paraguaçu,MG,2207,48,21513.0
Paraisópolis,MG,2019,58,21083.0
Paraopeba,MG,2419,30,24540.0
Pará de Minas,MG,6514,262,93969.0
Passa Quatro,MG,1859,39,16344.0
Passa Tempo,MG,1026,7,8084.0
Passa Vinte,MG,118,6,2039.0
Passabém,MG,123,6,1649.0
Passos,MG,10987,312,114679.0
Patis,MG,297,0,5972.0
Patos de Minas,MG,17426,555,152488.0
Patrocínio,MG,9510,243,90757.0
Patrocínio do Muriaé,MG,445,11,5684.0
Paula Cândido,MG,506,6,9571.0
Paulistas,MG,242,5,4830.0
Pavão,MG,559,11,8450.0
Pedra Azul,MG,1616,43,24324.0
Pedra Bonita,MG,420,8,7097.0
Pedra Dourada,MG,209,2,2504.0
Pedra do Anta,MG,168,3,3052.0
Pedra do Indaiá,MG,329,7,3972.0
Pedralva,MG,524,14,11195.0
Pedras de Maria da Cruz,MG,194,11,12107.0
Pedrinópolis,MG,515,8,3635.0
Pedro Leopoldo,MG,5763,200,64258.0
Pedro Teixeira,MG,25,0,1807.0
Pequeri,MG,225,6,3320.0
Pequi,MG,354,9,4406.0
Perdigão,MG,1186,14,11506.0
Perdizes,MG,1807,26,16168.0
Perdões,MG,2240,37,21390.0
Periquito,MG,624,24,6810.0
Pescador,MG,502,6,4252.0
Peçanha,MG,864,22,17541.0
Piau,MG,152,12,2748.0
Piedade de Caratinga,MG,745,24,8566.0
Piedade de Ponte Nova,MG,220,9,4140.0
Piedade do Rio Grande,MG,392,10,4497.0
Piedade dos Gerais,MG,83,5,4982.0
Pimenta,MG,885,20,8660.0
Pingo-d'Água,MG,431,11,4941.0
Pintópolis,MG,161,4,7507.0
Piracema,MG,117,15,6409.0
Pirajuba,MG,735,27,6199.0
Piranga,MG,611,35,17626.0
Piranguinho,MG,1005,48,8596.0
Piranguçu,MG,504,15,5472.0
Pirapetinga,MG,2477,32,10752.0
Pirapora,MG,6444,92,56428.0
Piraúba,MG,1616,25,10787.0
Pitangui,MG,2383,98,27989.0
Piumhi,MG,5425,105,34691.0
Planura,MG,1912,48,12133.0
Pocrane,MG,793,8,8432.0
Pompéu,MG,3543,52,31812.0
Ponte Nova,MG,6671,205,59742.0
Ponto Chique,MG,337,13,4261.0
Ponto dos Volantes,MG,520,21,12121.0
Porteirinha,MG,2916,62,37906.0
Porto Firme,MG,798,15,11279.0
Poté,MG,1083,19,16555.0
Pouso Alegre,MG,24381,456,150737.0
Pouso Alto,MG,918,26,5940.0
Poço Fundo,MG,1683,11,16791.0
Poços de Caldas,MG,14356,497,167397.0
Prados,MG,795,19,9031.0
Prata,MG,3314,109,27856.0
Pratinha,MG,293,3,3603.0
Pratápolis,MG,653,25,8603.0
Presidente Bernardes,MG,282,8,5369.0
Presidente Juscelino,MG,153,5,3641.0
Presidente Kubitschek,MG,212,6,3002.0
Presidente Olegário,MG,1096,33,19573.0
Prudente de Morais,MG,615,22,10733.0
Quartel Geral,MG,170,2,3563.0
Queluzito,MG,115,5,1939.0
Raposos,MG,2021,43,16354.0
Raul Soares,MG,2549,59,23762.0
Recreio,MG,776,18,10517.0
Reduto,MG,433,11,7154.0
Resende Costa,MG,670,22,11500.0
Resplendor,MG,2129,47,17397.0
Ressaquinha,MG,323,11,4808.0
Riachinho,MG,569,11,8136.0
Riacho dos Machados,MG,579,8,9481.0
Ribeirão Vermelho,MG,400,10,4033.0
Ribeirão das Neves,MG,19562,808,334858.0
Rio Acima,MG,1017,33,10312.0
Rio Casca,MG,1094,42,13564.0
Rio Doce,MG,286,10,2610.0
Rio Espera,MG,343,10,5474.0
Rio Manso,MG,515,11,5832.0
Rio Novo,MG,506,27,8949.0
Rio Paranaíba,MG,1877,29,12313.0
Rio Pardo de Minas,MG,1319,8,30914.0
Rio Piracicaba,MG,2271,28,14339.0
Rio Pomba,MG,1095,36,17910.0
Rio Preto,MG,490,5,5476.0
Rio Vermelho,MG,464,4,12846.0
Rio do Prado,MG,389,7,5150.0
Ritápolis,MG,283,13,4604.0
Rochedo de Minas,MG,235,4,2305.0
Rodeiro,MG,956,17,8109.0
Romaria,MG,393,8,3533.0
Rosário da Limeira,MG,270,6,4594.0
Rubelita,MG,192,2,5995.0
Rubim,MG,1221,26,10241.0
Sabará,MG,5787,225,136344.0
Sabinópolis,MG,699,20,15470.0
Sacramento,MG,3492,75,26185.0
Salinas,MG,3904,51,41527.0
Salto da Divisa,MG,435,19,7009.0
Santa Bárbara,MG,3647,45,31324.0
Santa Bárbara do Leste,MG,757,23,8147.0
Santa Bárbara do Monte Verde,MG,193,10,3150.0
Santa Bárbara do Tugúrio,MG,192,3,4430.0
Santa Cruz de Minas,MG,811,23,8604.0
Santa Cruz de Salinas,MG,45,3,4142.0
Santa Cruz do Escalvado,MG,436,8,4758.0
Santa Efigênia de Minas,MG,419,12,4409.0
Santa Fé de Minas,MG,245,2,3846.0
Santa Helena de Minas,MG,517,7,6366.0
Santa Juliana,MG,1260,50,14003.0
Santa Luzia,MG,8718,502,219134.0
Santa Margarida,MG,1220,28,16208.0
Santa Maria de Itabira,MG,1032,37,10847.0
Santa Maria do Salto,MG,621,19,5232.0
Santa Maria do Suaçuí,MG,1021,21,14615.0
Santa Rita de Caldas,MG,923,36,8949.0
Santa Rita de Ibitipoca,MG,101,2,3425.0
Santa Rita de Jacutinga,MG,310,9,4884.0
Santa Rita de Minas,MG,793,13,7212.0
Santa Rita do Itueto,MG,912,8,5489.0
Santa Rita do Sapucaí,MG,4383,80,43260.0
Santa Rosa da Serra,MG,255,3,3350.0
Santa Vitória,MG,2682,51,19742.0
Santana da Vargem,MG,634,13,7100.0
Santana de Cataguases,MG,648,4,3872.0
Santana de Pirapama,MG,561,20,7642.0
Santana do Deserto,MG,350,14,3976.0
Santana do Garambéu,MG,63,2,2458.0
Santana do Jacaré,MG,467,11,4821.0
Santana do Manhuaçu,MG,907,13,8674.0
Santana do Paraíso,MG,6920,116,34663.0
Santana do Riacho,MG,421,4,4295.0
Santana dos Montes,MG,121,0,3777.0
Santo Antônio do Amparo,MG,1222,19,18525.0
Santo Antônio do Aventureiro,MG,422,20,3602.0
Santo Antônio do Grama,MG,458,9,3911.0
Santo Antônio do Itambé,MG,111,1,3838.0
Santo Antônio do Jacinto,MG,926,15,11640.0
Santo Antônio do Monte,MG,3814,82,28243.0
Santo Antônio do Retiro,MG,457,1,7277.0
Santo Antônio do Rio Abaixo,MG,109,2,1765.0
Santo Hipólito,MG,145,1,3087.0
Santos Dumont,MG,4606,124,46487.0
Sapucaí-Mirim,MG,587,7,6930.0
Sardoá,MG,486,10,6300.0
Sarzedo,MG,2345,77,32752.0
Sem-Peixe,MG,172,5,2633.0
Senador Amaral,MG,832,10,5356.0
Senador Cortes,MG,253,2,2005.0
Senador Firmino,MG,371,8,7812.0
Senador José Bento,MG,190,6,1502.0
Senador Modestino Gonçalves,MG,198,8,4156.0
Senhora de Oliveira,MG,284,8,5786.0
Senhora do Porto,MG,106,1,3523.0
Senhora dos Remédios,MG,427,17,10459.0
Sericita,MG,728,4,7326.0
Seritinga,MG,119,2,1851.0
Serra Azul de Minas,MG,144,0,4293.0
Serra da Saudade,MG,57,0,781.0
Serra do Salitre,MG,1420,41,11582.0
Serra dos Aimorés,MG,583,10,8699.0
Serrania,MG,763,22,7669.0
Serranos,MG,48,0,1963.0
Serranópolis de Minas,MG,212,2,4781.0
Serro,MG,1194,17,20966.0
Sete Lagoas,MG,23308,604,239639.0
Setubinha,MG,221,3,12258.0
Silveirânia,MG,104,3,2261.0
Silvianópolis,MG,320,12,6238.0
Simonésia,MG,1351,40,19633.0
Simão Pereira,MG,288,13,2615.0
Sobrália,MG,285,17,5553.0
Soledade de Minas,MG,374,8,6151.0
São Bento Abade,MG,217,8,5286.0
São Brás do Suaçuí,MG,346,6,3738.0
São Domingos das Dores,MG,604,12,5644.0
São Domingos do Prata,MG,1189,24,17359.0
São Francisco,MG,1648,41,56323.0
São Francisco de Paula,MG,496,11,6527.0
São Francisco de Sales,MG,873,31,6238.0
São Francisco do Glória,MG,451,6,4844.0
São Félix de Minas,MG,249,3,3369.0
São Geraldo,MG,1029,27,12366.0
São Geraldo da Piedade,MG,271,13,3962.0
São Geraldo do Baixio,MG,225,7,4012.0
São Gonçalo do Abaeté,MG,432,12,8389.0
São Gonçalo do Pará,MG,579,23,12411.0
São Gonçalo do Rio Abaixo,MG,1499,26,10920.0
São Gonçalo do Rio Preto,MG,229,5,3167.0
São Gonçalo do Sapucaí,MG,2749,61,25449.0
São Gotardo,MG,4478,90,35469.0
São Joaquim de Bicas,MG,1856,110,31578.0
São José da Barra,MG,705,17,7426.0
São José da Lapa,MG,2583,45,23766.0
São José da Safira,MG,427,13,4268.0
São José da Varginha,MG,240,1,5004.0
São José do Alegre,MG,242,7,4196.0
São José do Divino,MG,364,3,3860.0
São José do Goiabal,MG,410,15,5420.0
São José do Jacuri,MG,333,3,6453.0
São José do Mantimento,MG,252,3,2791.0
São João Batista do Glória,MG,1116,32,7453.0
São João Evangelista,MG,1034,18,15774.0
São João Nepomuceno,MG,2516,43,26361.0
São João da Lagoa,MG,298,4,4915.0
São João da Mata,MG,313,10,2749.0
São João da Ponte,MG,557,23,25165.0
São João das Missões,MG,484,7,13014.0
São João del Rei,MG,9190,226,90082.0
São João do Manhuaçu,MG,940,29,11559.0
São João do Manteninha,MG,852,12,5859.0
São João do Oriente,MG,801,23,7498.0
São João do Pacuí,MG,50,3,4419.0
São João do Paraíso,MG,1773,21,23618.0
São Lourenço,MG,5888,145,45851.0
São Miguel do Anta,MG,532,13,6938.0
São Pedro da União,MG,339,9,4659.0
São Pedro do Suaçuí,MG,351,10,5246.0
São Pedro dos Ferros,MG,438,15,7781.0
São Romão,MG,344,7,12337.0
São Roque de Minas,MG,827,19,7051.0
São Sebastião da Bela Vista,MG,599,14,5504.0
São Sebastião da Vargem Alegre,MG,205,4,3007.0
São Sebastião do Anta,MG,459,11,6555.0
São Sebastião do Maranhão,MG,475,3,10044.0
São Sebastião do Oeste,MG,481,11,6775.0
São Sebastião do Paraíso,MG,7014,275,70956.0
São Sebastião do Rio Preto,MG,142,2,1506.0
São Sebastião do Rio Verde,MG,338,4,2241.0
São Tiago,MG,906,17,10941.0
São Tomás de Aquino,MG,494,24,7021.0
São Tomé das Letras,MG,311,5,7089.0
São Vicente de Minas,MG,382,8,7753.0
Tabuleiro,MG,295,13,3750.0
Taiobeiras,MG,3636,36,34132.0
Taparuba,MG,336,10,3110.0
Tapira,MG,464,3,4773.0
Tapiraí,MG,84,1,1875.0
Taquaraçu de Minas,MG,301,9,4077.0
Tarumirim,MG,537,41,14326.0
Teixeiras,MG,1005,27,11661.0
Teófilo Otoni,MG,13946,333,140592.0
Timóteo,MG,12159,336,89842.0
Tiradentes,MG,634,19,7981.0
Tiros,MG,468,14,6480.0
Tocantins,MG,2451,46,16659.0
Tocos do Moji,MG,383,9,4101.0
Toledo,MG,685,33,6258.0
Tombos,MG,1044,19,8022.0
Três Corações,MG,9091,262,79482.0
Três Marias,MG,2547,79,32356.0
Três Pontas,MG,7236,167,56746.0
Tumiritinga,MG,541,12,6732.0
Tupaciguara,MG,3288,116,25327.0
Turmalina,MG,1509,21,19964.0
Turvolândia,MG,409,13,5040.0
Ubaporanga,MG,1589,35,12471.0
Ubaí,MG,426,1,12533.0
Uberaba,MG,41067,1312,333783.0
Uberlândia,MG,123594,3065,691305.0
Ubá,MG,14892,318,115552.0
Umburatiba,MG,272,3,2611.0
Unaí,MG,13612,258,84378.0
União de Minas,MG,373,7,4304.0
Uruana de Minas,MG,274,2,3264.0
Urucuia,MG,613,8,16865.0
Urucânia,MG,1090,27,10358.0
Vargem Alegre,MG,433,17,6480.0
Vargem Bonita,MG,243,4,2153.0
Vargem Grande do Rio Pardo,MG,499,3,5007.0
Varginha,MG,17701,344,135558.0
Varjão de Minas,MG,786,16,7036.0
Varzelândia,MG,770,30,19320.0
Vazante,MG,2903,64,20590.0
Verdelândia,MG,565,9,9355.0
Veredinha,MG,219,1,5720.0
Vermelho Novo,MG,389,9,4839.0
Veríssimo,MG,172,10,3999.0
Vespasiano,MG,6550,194,127601.0
Vieiras,MG,372,6,3608.0
Virgem da Lapa,MG,590,6,13752.0
Virginópolis,MG,897,9,10510.0
Virgolândia,MG,445,9,5380.0
Virgínia,MG,778,9,8674.0
Visconde do Rio Branco,MG,4556,118,42564.0
Viçosa,MG,9084,133,78846.0
Volta Grande,MG,474,15,5252.0
Várzea da Palma,MG,4044,84,39493.0
Wenceslau Braz,MG,232,5,2552.0
Água Boa,MG,619,11,13735.0
Água Comprida,MG,188,8,1999.0
Águas Formosas,MG,1052,33,19207.0
Águas Vermelhas,MG,469,10,13539.0
Acari,RN,1328,24,11136.0
Afonso Bezerra,RN,1093,18,11035.0
Alexandria,RN,2399,33,13577.0
Almino Afonso,RN,731,14,4735.0
Alto do Rodrigues,RN,3535,43,14529.0
Angicos,RN,1237,27,11714.0
Antônio Martins,RN,959,7,7145.0
Apodi,RN,8552,106,35845.0
Areia Branca,RN,3953,114,27774.0
Arês,RN,1409,27,14306.0
Açu,RN,10033,166,58017.0
Baraúna,RN,1747,31,28374.0
Barcelona,RN,380,9,3998.0
Baía Formosa,RN,661,10,9271.0
Bento Fernandes,RN,190,3,5497.0
Bodó,RN,440,1,2223.0
Bom Jesus,RN,1320,20,10210.0
Brejinho,RN,1716,20,12699.0
Caicó,RN,16630,178,67952.0
Caiçara do Norte,RN,670,12,6549.0
Caiçara do Rio do Vento,RN,633,8,3684.0
Campo Grande,RN,746,14,9655.0
Campo Redondo,RN,1047,15,11217.0
Canguaretama,RN,2452,47,34276.0
Caraúbas,RN,4104,51,20493.0
Carnaubais,RN,1518,24,10759.0
Carnaúba dos Dantas,RN,963,9,8180.0
Ceará-Mirim,RN,5277,129,73497.0
Cerro Corá,RN,589,14,11179.0
Coronel Ezequiel,RN,267,6,5506.0
Coronel João Pessoa,RN,659,7,4912.0
Cruzeta,RN,1830,15,7998.0
Currais Novos,RN,5915,99,44786.0
Doutor Severiano,RN,1199,23,7076.0
Encanto,RN,1049,17,5638.0
Equador,RN,849,7,6045.0
Espírito Santo,RN,1001,16,10505.0
Extremoz,RN,5285,74,28583.0
Felipe Guerra,RN,1568,19,5985.0
Fernando Pedroza,RN,614,4,3054.0
Florânia,RN,1726,19,9116.0
Francisco Dantas,RN,778,5,2824.0
Frutuoso Gomes,RN,1588,10,4068.0
Galinhos,RN,364,1,2786.0
Goianinha,RN,3583,47,26328.0
Governador Dix-Sept Rosado,RN,1485,21,13037.0
Grossos,RN,1399,23,10383.0
Guamaré,RN,2958,56,15659.0
Ielmo Marinho,RN,889,10,13766.0
Importados/Indefinidos,RN,0,0,
Ipanguaçu,RN,1697,26,15491.0
Ipueira,RN,560,2,2241.0
Itajá,RN,750,13,7548.0
Itaú,RN,529,14,5878.0
Jandaíra,RN,914,9,6878.0
Janduís,RN,1114,10,5268.0
Januário Cicco,RN,711,9,10181.0
Japi,RN,736,9,5055.0
Jardim de Angicos,RN,337,1,2612.0
Jardim de Piranhas,RN,4054,43,14837.0
Jardim do Seridó,RN,2195,25,12396.0
Jaçanã,RN,1146,7,9133.0
José da Penha,RN,764,12,5951.0
João Câmara,RN,4095,51,34955.0
João Dias,RN,376,2,2654.0
Jucurutu,RN,4237,55,18295.0
Jundiá,RN,640,9,3898.0
Lagoa Nova,RN,2105,17,15614.0
Lagoa Salgada,RN,710,11,8245.0
Lagoa d'Anta,RN,541,10,6769.0
Lagoa de Pedras,RN,708,14,7544.0
Lagoa de Velhos,RN,293,10,2732.0
Lajes,RN,1399,16,11277.0
Lajes Pintadas,RN,679,9,4759.0
Lucrécia,RN,752,5,3996.0
Luís Gomes,RN,818,13,10116.0
Macau,RN,3979,48,31814.0
Macaíba,RN,8817,184,80792.0
Major Sales,RN,576,16,4020.0
Marcelino Vieira,RN,1110,16,8347.0
Martins,RN,783,11,8725.0
Maxaranguape,RN,668,7,12371.0
Messias Targino,RN,758,6,4601.0
Montanhas,RN,832,17,11251.0
Monte Alegre,RN,1653,16,22451.0
Monte das Gameleiras,RN,220,6,2105.0
Mossoró,RN,37587,637,297378.0
Natal,RN,128631,2922,884122.0
Nova Cruz,RN,3127,67,37343.0
Nísia Floresta,RN,2661,47,27602.0
Olho-d'Água do Borges,RN,1232,9,4258.0
Ouro Branco,RN,938,6,4812.0
Paraná,RN,857,2,4254.0
Parazinho,RN,714,9,5237.0
Paraú,RN,686,13,3768.0
Parelhas,RN,4850,33,21477.0
Parnamirim,RN,41450,580,261469.0
Passa e Fica,RN,1437,7,13277.0
Passagem,RN,325,3,3089.0
Patu,RN,2036,31,12755.0
Pau dos Ferros,RN,5635,44,30394.0
Pedra Grande,RN,932,5,3237.0
Pedra Preta,RN,303,2,2458.0
Pedro Avelino,RN,451,8,6716.0
Pedro Velho,RN,1436,15,14806.0
Pendências,RN,1409,46,15129.0
Pilões,RN,698,5,3838.0
Portalegre,RN,1033,17,7867.0
Porto do Mangue,RN,512,11,6437.0
Poço Branco,RN,1422,19,15413.0
Pureza,RN,602,20,9621.0
Rafael Fernandes,RN,663,4,5098.0
Rafael Godeiro,RN,570,3,3201.0
Riacho da Cruz,RN,533,11,3579.0
Riacho de Santana,RN,766,1,4204.0
Riachuelo,RN,949,13,8128.0
Rio do Fogo,RN,1025,14,10848.0
Rodolfo Fernandes,RN,520,11,4467.0
Ruy Barbosa,RN,157,1,3600.0
Santa Cruz,RN,5901,82,39674.0
Santa Maria,RN,542,14,5551.0
Santana do Matos,RN,1288,20,12791.0
Santana do Seridó,RN,461,2,2680.0
Santo Antônio,RN,2978,63,24136.0
Senador Elói de Souza,RN,717,9,6086.0
Senador Georgino Avelino,RN,463,6,4440.0
Serra Caiada,RN,888,19,10395.0
Serra Negra do Norte,RN,2042,20,8078.0
Serra de São Bento,RN,508,3,5762.0
Serra do Mel,RN,1338,21,11938.0
Serrinha,RN,902,11,6229.0
Serrinha dos Pintos,RN,924,8,4800.0
Severiano Melo,RN,1084,15,2440.0
São Bento do Norte,RN,348,2,2747.0
São Bento do Trairí,RN,273,3,4449.0
São Fernando,RN,675,6,3584.0
São Francisco do Oeste,RN,507,5,4228.0
São Gonçalo do Amarante,RN,10478,244,102400.0
São José de Mipibu,RN,5878,80,43899.0
São José do Campestre,RN,1259,28,12856.0
São José do Seridó,RN,943,2,4634.0
São João do Sabugi,RN,1655,10,6193.0
São Miguel,RN,3119,48,23519.0
São Miguel do Gostoso,RN,1077,21,10282.0
São Paulo do Potengi,RN,2985,52,17579.0
São Pedro,RN,710,14,5971.0
São Rafael,RN,1184,20,8202.0
São Tomé,RN,1834,25,11055.0
São Vicente,RN,1246,3,6424.0
Sítio Novo,RN,627,12,5522.0
Taboleiro Grande,RN,336,6,2566.0
Taipu,RN,1375,17,12279.0
Tangará,RN,1066,20,15727.0
Tenente Ananias,RN,1750,25,10786.0
Tenente Laurentino Cruz,RN,1370,4,5952.0
Tibau,RN,774,12,4106.0
Tibau do Sul,RN,2184,17,14180.0
Timbaúba dos Batistas,RN,770,2,2414.0
Touros,RN,2104,32,33287.0
Triunfo Potiguar,RN,514,3,3237.0
Umarizal,RN,2220,22,10555.0
Upanema,RN,1855,22,14659.0
Venha-Ver,RN,447,6,4177.0
Vera Cruz,RN,2123,24,12481.0
Vila Flor,RN,368,3,3170.0
Viçosa,RN,693,4,1718.0
Várzea,RN,514,12,5500.0
Água Nova,RN,434,5,3252.0
Alto Alegre,RR,1645,38,15510.0
Amajari,RR,1184,24,12796.0
Boa Vista,RR,98074,1547,399213.0
Bonfim,RR,2541,34,12409.0
Cantá,RR,2544,40,18335.0
Caracaraí,RR,2718,58,21926.0
Caroebe,RR,2029,21,10169.0
Importados/Indefinidos,RR,3202,19,
Iracema,RR,1433,16,11950.0
Mucajaí,RR,2372,47,17853.0
Normandia,RR,637,35,11290.0
Pacaraima,RR,2409,49,17401.0
Rorainópolis,RR,3406,68,30163.0
São João da Baliza,RR,1667,12,8201.0
