city,state,confirmed,deaths,estimated_population_2019
São Luiz,RR,698,13,7986.0
Uiramutã,RR,1197,16,10559.0
Alta Floresta D'Oeste,RO,4089,66,22945.0
Alto Alegre dos Parecis,RO,1490,45,13241.0
Alto Paraíso,RO,1883,50,21428.0
Alvorada D'Oeste,RO,1164,29,14411.0
Ariquemes,RO,22657,497,107863.0
Buritis,RO,5068,77,39654.0
Cabixi,RO,918,21,5312.0
Cacaulândia,RO,936,15,6230.0
Cacoal,RO,14904,304,85359.0
Campo Novo de Rondônia,RO,1265,23,14139.0
Candeias do Jamari,RO,3987,78,26693.0
Castanheiras,RO,275,8,3052.0
Cerejeiras,RO,2570,62,16323.0
Chupinguaia,RO,1587,25,11182.0
Colorado do Oeste,RO,2384,45,15882.0
Corumbiara,RO,853,22,7391.0
Costa Marques,RO,1992,38,18331.0
Cujubim,RO,2033,41,25215.0
Espigão D'Oeste,RO,3715,76,32374.0
Governador Jorge Teixeira,RO,628,22,7767.0
Guajará-Mirim,RO,5438,223,46174.0
Importados/Indefinidos,RO,0,0,
Itapuã do Oeste,RO,1412,18,10458.0
Jaru,RO,7995,184,51775.0
Ji-Paraná,RO,20339,610,128969.0
Machadinho D'Oeste,RO,6941,114,39991.0
Ministro Andreazza,RO,511,14,9660.0
Mirante da Serra,RO,1067,13,10947.0
Monte Negro,RO,1846,34,15852.0
Nova Brasilândia D'Oeste,RO,2302,34,20474.0
Nova Mamoré,RO,3608,82,30583.0
Nova União,RO,860,15,6970.0
Novo Horizonte do Oeste,RO,676,22,8538.0
Ouro Preto do Oeste,RO,4782,148,36035.0
Parecis,RO,390,11,6074.0
Pimenta Bueno,RO,6900,120,36660.0
Pimenteiras do Oeste,RO,443,15,2169.0
Porto Velho,RO,86593,2510,529544.0
Presidente Médici,RO,3702,85,18986.0
Primavera de Rondônia,RO,231,7,2856.0
Rio Crespo,RO,615,13,3764.0
Rolim de Moura,RO,7216,172,55058.0
Santa Luzia D'Oeste,RO,995,21,6495.0
Seringueiras,RO,1496,21,11856.0
São Felipe D'Oeste,RO,514,12,5172.0
São Francisco do Guaporé,RO,2554,47,20266.0
São Miguel do Guaporé,RO,2522,51,23005.0
Teixeirópolis,RO,534,9,4308.0
Theobroma,RO,848,26,10444.0
Urupá,RO,1284,32,11467.0
Vale do Anari,RO,1225,25,11204.0
Vale do Paraíso,RO,855,26,6825.0
Vilhena,RO,14787,271,99854.0
Abatiá,PR,1138,21,7457.0
Adrianópolis,PR,1421,29,5919.0
Agudos do Sul,PR,850,33,9371.0
Almirante Tamandaré,PR,11359,439,118623.0
Altamira do Paraná,PR,301,12,1942.0
Alto Paraná,PR,1325,26,14770.0
Alto Paraíso,PR,378,9,2741.0
Alto Piquiri,PR,1143,28,9836.0
Altônia,PR,1648,48,22056.0
Alvorada do Sul,PR,881,31,11406.0
Amaporã,PR,472,8,6257.0
Ampére,PR,2619,60,19152.0
Anahy,PR,459,13,2801.0
Andirá,PR,2709,93,20031.0
Antonina,PR,2651,73,18980.0
Antônio Olinto,PR,585,16,7434.0
Apucarana,PR,11507,496,134996.0
Arapongas,PR,15181,584,123027.0
Arapoti,PR,3331,67,28115.0
Arapuã,PR,376,7,3068.0
Araruna,PR,2194,37,13970.0
Araucária,PR,29668,544,143843.0
Ariranha do Ivaí,PR,186,4,2108.0
Assaí,PR,1704,58,15119.0
Assis Chateaubriand,PR,5436,133,33362.0
Astorga,PR,3814,94,26111.0
Atalaia,PR,450,23,3892.0
Balsa Nova,PR,1788,37,12941.0
Bandeirantes,PR,5388,148,31367.0
Barbosa Ferraz,PR,1368,45,11568.0
Barra do Jacaré,PR,273,7,2781.0
Barracão,PR,1377,37,10275.0
Bela Vista da Caroba,PR,213,7,3511.0
Bela Vista do Paraíso,PR,2362,82,15397.0
Bituruna,PR,1457,22,16389.0
Boa Esperança,PR,499,19,4105.0
Boa Esperança do Iguaçu,PR,196,0,2503.0
Boa Ventura de São Roque,PR,582,8,6387.0
Boa Vista da Aparecida,PR,1153,35,7591.0
Bocaiúva do Sul,PR,2229,29,12944.0
Bom Jesus do Sul,PR,511,7,3541.0
Bom Sucesso,PR,1327,20,7032.0
Bom Sucesso do Sul,PR,528,9,3264.0
Borrazópolis,PR,1085,34,6592.0
Braganey,PR,670,9,5427.0
Brasilândia do Sul,PR,431,12,2651.0
Cafeara,PR,465,12,2934.0
Cafelândia,PR,2974,38,18120.0
Cafezal do Sul,PR,472,8,4044.0
Califórnia,PR,1358,39,8570.0
Cambará,PR,3113,66,25360.0
Cambira,PR,1199,28,7865.0
Cambé,PR,14314,355,106533.0
Campina Grande do Sul,PR,6032,170,43288.0
Campina da Lagoa,PR,1827,62,14202.0
Campina do Simão,PR,412,16,3887.0
Campo Bonito,PR,456,14,3833.0
Campo Largo,PR,20738,511,132002.0
Campo Magro,PR,3643,92,29318.0
Campo Mourão,PR,15887,349,94859.0
Campo do Tenente,PR,365,19,7971.0
Candói,PR,1626,33,15979.0
Cantagalo,PR,1178,30,13317.0
Capanema,PR,2722,28,19124.0
Capitão Leônidas Marques,PR,1917,31,15780.0
Carambeí,PR,3824,70,23415.0
Carlópolis,PR,804,34,14320.0
Cascavel,PR,49113,1101,328454.0
Castro,PR,11911,250,71484.0
Catanduvas,PR,1154,21,10189.0
Centenário do Sul,PR,1280,36,10827.0
Cerro Azul,PR,1489,55,17779.0
Chopinzinho,PR,2648,52,19254.0
Cianorte,PR,10165,185,82620.0
Cidade Gaúcha,PR,1940,34,12652.0
Clevelândia,PR,2237,89,16559.0
Colombo,PR,26520,893,243726.0
Colorado,PR,3101,77,24012.0
Congonhinhas,PR,1164,29,8818.0
Conselheiro Mairinck,PR,760,17,3860.0
Contenda,PR,2648,73,18584.0
Corbélia,PR,2919,45,17071.0
Cornélio Procópio,PR,7763,169,47845.0
Coronel Domingos Soares,PR,1232,18,7497.0
Coronel Vivida,PR,3350,84,20734.0
Corumbataí do Sul,PR,412,8,3219.0
Cruz Machado,PR,1385,26,18708.0
Cruzeiro do Iguaçu,PR,533,14,4252.0
Cruzeiro do Oeste,PR,3158,86,20932.0
Cruzeiro do Sul,PR,529,12,4469.0
Cruzmaltina,PR,359,7,2950.0
Curitiba,PR,218737,7813,1933105.0
Curiúva,PR,1396,34,15101.0
Cândido de Abreu,PR,1520,19,15018.0
Céu Azul,PR,1668,34,11765.0
Diamante D'Oeste,PR,658,19,5253.0
Diamante do Norte,PR,395,16,5087.0
Diamante do Sul,PR,549,17,3439.0
Dois Vizinhos,PR,6962,100,40641.0
Douradina,PR,1043,13,8747.0
Doutor Camargo,PR,686,17,5979.0
Doutor Ulysses,PR,365,8,5580.0
Engenheiro Beltrão,PR,1625,30,14000.0
Entre Rios do Oeste,PR,497,6,4539.0
Enéas Marques,PR,770,17,5961.0
Esperança Nova,PR,311,8,1698.0
Espigão Alto do Iguaçu,PR,488,7,4117.0
Farol,PR,200,8,3089.0
Faxinal,PR,2523,74,17251.0
Fazenda Rio Grande,PR,16607,476,100209.0
Fernandes Pinheiro,PR,620,13,5646.0
Figueira,PR,967,28,7770.0
Flor da Serra do Sul,PR,631,25,4624.0
Floraí,PR,758,12,4929.0
Floresta,PR,1204,22,6774.0
Florestópolis,PR,1698,35,10548.0
Flórida,PR,316,12,2689.0
Formosa do Oeste,PR,733,22,6578.0
Foz do Iguaçu,PR,45273,1204,258532.0
Foz do Jordão,PR,578,17,4650.0
Francisco Alves,PR,517,7,6046.0
Francisco Beltrão,PR,16618,278,91093.0
Fênix,PR,445,8,4762.0
General Carneiro,PR,647,35,13710.0
Godoy Moreira,PR,249,4,2946.0
Goioerê,PR,2117,72,28884.0
Goioxim,PR,433,6,7111.0
Grandes Rios,PR,661,18,5618.0
Guairaçá,PR,491,16,6581.0
Guamiranga,PR,1282,21,8739.0
Guapirama,PR,647,15,3802.0
Guaporema,PR,254,5,2243.0
Guaraci,PR,645,9,5502.0
Guaraniaçu,PR,1762,31,12472.0
Guarapuava,PR,22788,606,181504.0
Guaraqueçaba,PR,747,19,7636.0
Guaratuba,PR,5494,185,37067.0
Guaíra,PR,4060,103,33119.0
Honório Serpa,PR,614,11,5211.0
Ibaiti,PR,4250,162,31364.0
Ibema,PR,568,25,6352.0
Ibiporã,PR,7823,187,54558.0
Icaraíma,PR,964,16,7904.0
Iguaraçu,PR,640,23,4404.0
Iguatu,PR,332,12,2256.0
Imbaú,PR,2029,59,13111.0
Imbituva,PR,4941,114,32564.0
Importados/Indefinidos,PR,6172,217,
Inajá,PR,415,10,3109.0
Indianópolis,PR,925,11,4457.0
Inácio Martins,PR,1384,19,11125.0
Ipiranga,PR,1367,32,15172.0
Iporã,PR,1904,21,13926.0
Iracema do Oeste,PR,242,5,2288.0
Irati,PR,9251,191,60727.0
Iretama,PR,1126,21,10169.0
Itaguajé,PR,349,9,4466.0
Itaipulândia,PR,1531,22,11176.0
Itambaracá,PR,909,19,6582.0
Itambé,PR,787,35,6108.0
Itapejara d'Oeste,PR,2104,46,11964.0
Itaperuçu,PR,3950,122,28634.0
Itaúna do Sul,PR,282,5,2865.0
Ivaiporã,PR,3913,96,31984.0
Ivatuba,PR,298,13,3259.0
Ivaté,PR,657,4,8185.0
Ivaí,PR,1172,25,13879.0
Jaboti,PR,592,14,5274.0
Jacarezinho,PR,6427,109,39378.0
Jaguapitã,PR,2256,65,13620.0
Jaguariaíva,PR,4835,156,34857.0
Jandaia do Sul,PR,3156,85,21176.0
Janiópolis,PR,519,20,5245.0
Japira,PR,648,15,4994.0
Japurá,PR,1239,17,9425.0
Jardim Alegre,PR,1092,33,11328.0
Jardim Olinda,PR,70,2,1331.0
Jataizinho,PR,1968,45,12588.0
Jesuítas,PR,1127,21,8412.0
Joaquim Távora,PR,2061,54,11908.0
Jundiaí do Sul,PR,185,8,3292.0
Juranda,PR,1107,31,7340.0
Jussara,PR,746,7,7013.0
Kaloré,PR,1303,28,4100.0
Lapa,PR,5013,137,48163.0
Laranjal,PR,413,13,5852.0
Laranjeiras do Sul,PR,2926,92,32073.0
Leópolis,PR,524,13,3954.0
Lidianópolis,PR,483,9,3310.0
Lindoeste,PR,605,10,4676.0
Loanda,PR,3472,60,23086.0
Lobato,PR,575,15,4787.0
Londrina,PR,98093,2228,569733.0
Luiziana,PR,802,15,7262.0
Lunardelli,PR,570,7,4794.0
Lupionópolis,PR,409,20,4920.0
Mallet,PR,855,14,13630.0
Mamborê,PR,1442,29,13132.0
Mandaguari,PR,5147,127,34400.0
Mandaguaçu,PR,4150,86,22819.0
Mandirituba,PR,3636,94,26869.0
Manfrinópolis,PR,239,5,2571.0
Mangueirinha,PR,2167,51,16714.0
Manoel Ribas,PR,1726,31,13502.0
Marechal Cândido Rondon,PR,7389,153,52944.0
Maria Helena,PR,568,5,5677.0
Marialva,PR,6426,135,35496.0
Marilena,PR,778,19,7076.0
Mariluz,PR,1515,53,10345.0
Marilândia do Sul,PR,1225,42,8836.0
Maringá,PR,64337,1605,423666.0
Maripá,PR,769,19,5603.0
Mariópolis,PR,739,25,6610.0
Marmeleiro,PR,2354,47,14367.0
Marquinho,PR,380,8,4405.0
Marumbi,PR,753,13,4679.0
Matelândia,PR,3002,67,17943.0
Matinhos,PR,3979,146,34720.0
Mato Rico,PR,184,5,3272.0
Mauá da Serra,PR,1296,25,10601.0
Medianeira,PR,8062,143,46198.0
Mercedes,PR,606,8,5536.0
Mirador,PR,250,3,2213.0
Miraselva,PR,269,8,1806.0
Missal,PR,1271,21,10702.0
Moreira Sales,PR,1112,39,12121.0
Morretes,PR,2279,58,16406.0
Munhoz de Melo,PR,508,9,3984.0
Nossa Senhora das Graças,PR,629,10,4008.0
Nova Aliança do Ivaí,PR,149,2,1543.0
Nova América da Colina,PR,460,8,3445.0
Nova Aurora,PR,1787,45,10472.0
Nova Cantu,PR,820,20,5302.0
Nova Esperança,PR,2496,85,27904.0
Nova Esperança do Sudoeste,PR,655,11,5046.0
Nova Fátima,PR,702,14,8153.0
Nova Laranjeiras,PR,957,12,11554.0
Nova Londrina,PR,1841,31,13213.0
Nova Olímpia,PR,720,19,5806.0
Nova Prata do Iguaçu,PR,1268,23,10548.0
Nova Santa Bárbara,PR,610,21,4249.0
Nova Santa Rosa,PR,1078,17,8219.0
Nova Tebas,PR,617,17,5649.0
Novo Itacolomi,PR,320,7,2844.0
Ortigueira,PR,2416,50,22141.0
Ourizona,PR,355,13,3428.0
Ouro Verde do Oeste,PR,1006,33,5996.0
Paiçandu,PR,5499,137,41281.0
Palmas,PR,6887,164,50986.0
Palmeira,PR,4329,94,33877.0
Palmital,PR,1472,39,13172.0
Palotina,PR,6486,93,31846.0
Paranacity,PR,1077,28,11472.0
Paranaguá,PR,24269,571,154936.0
Paranapoema,PR,249,3,3203.0
Paranavaí,PR,12102,303,88374.0
Paraíso do Norte,PR,2244,48,13830.0
Pato Bragado,PR,654,11,5610.0
Pato Branco,PR,13793,312,82881.0
Paula Freitas,PR,672,16,5873.0
Paulo Frontin,PR,435,2,7354.0
Peabiru,PR,1686,39,13996.0
Perobal,PR,973,8,6127.0
Pinhais,PR,19498,607,132157.0
Pinhal de São Bento,PR,196,1,2731.0
Pinhalão,PR,895,21,6326.0
Pinhão,PR,2432,89,32391.0
Piraquara,PR,13995,349,113036.0
Piraí do Sul,PR,3369,85,25463.0
Pitanga,PR,3821,53,30310.0
Pitangueiras,PR,526,14,3224.0
Piên,PR,1918,31,12746.0
Planaltina do Paraná,PR,452,6,4263.0
Planalto,PR,1277,20,13479.0
Ponta Grossa,PR,52730,1348,351736.0
Pontal do Paraná,PR,3730,129,27284.0
Porecatu,PR,1794,49,12914.0
Porto Amazonas,PR,519,22,4848.0
Porto Barreiro,PR,321,4,3237.0
Porto Rico,PR,477,6,2559.0
Porto Vitória,PR,164,6,4065.0
Prado Ferreira,PR,106,18,3753.0
Pranchita,PR,652,8,5157.0
Presidente Castelo Branco,PR,674,14,5306.0
Primeiro de Maio,PR,708,33,11123.0
Prudentópolis,PR,3916,109,52241.0
Pérola,PR,1524,33,11234.0
Pérola d'Oeste,PR,525,8,6347.0
Quarto Centenário,PR,317,6,4512.0
Quatiguá,PR,1568,32,7449.0
Quatro Barras,PR,3793,103,23559.0
Quatro Pontes,PR,729,9,4015.0
Quedas do Iguaçu,PR,3863,80,34103.0
Querência do Norte,PR,1362,10,12206.0
Quinta do Sol,PR,615,10,4573.0
Quitandinha,PR,1738,60,19049.0
Ramilândia,PR,480,12,4451.0
Rancho Alegre,PR,533,6,3808.0
Rancho Alegre D'Oeste,PR,294,9,2655.0
Realeza,PR,2540,42,16922.0
Rebouças,PR,1909,42,14899.0
Renascença,PR,839,22,6802.0
Reserva,PR,3407,80,26715.0
Reserva do Iguaçu,PR,672,9,8010.0
Ribeirão Claro,PR,1294,21,10668.0
Ribeirão do Pinhal,PR,1720,52,13029.0
Rio Azul,PR,1446,24,15236.0
Rio Bom,PR,377,13,3203.0
Rio Bonito do Iguaçu,PR,975,14,13269.0
Rio Branco do Ivaí,PR,425,13,4096.0
Rio Branco do Sul,PR,5708,158,32397.0
Rio Negro,PR,2241,72,34170.0
Rolândia,PR,9620,266,66580.0
Roncador,PR,1244,20,9849.0
Rondon,PR,1162,19,9579.0
Rosário do Ivaí,PR,607,8,4786.0
Sabáudia,PR,1447,26,6827.0
Salgado Filho,PR,497,11,3580.0
Salto do Itararé,PR,989,38,4935.0
Salto do Lontra,PR,1764,29,14785.0
Santa Amélia,PR,511,11,3324.0
Santa Cecília do Pavão,PR,521,13,3334.0
Santa Cruz de Monte Castelo,PR,1072,19,7800.0
Santa Fé,PR,995,48,12037.0
Santa Helena,PR,3782,85,26490.0
Santa Inês,PR,191,3,1596.0
Santa Isabel do Ivaí,PR,1572,30,8562.0
Santa Izabel do Oeste,PR,1317,35,14659.0
Santa Lúcia,PR,270,8,3813.0
Santa Maria do Oeste,PR,977,29,9615.0
Santa Mariana,PR,1466,53,11724.0
Santa Mônica,PR,390,12,3981.0
Santa Tereza do Oeste,PR,1330,35,10139.0
Santa Terezinha de Itaipu,PR,3503,110,23465.0
Santana do Itararé,PR,912,30,4992.0
Santo Antônio da Platina,PR,6895,154,45993.0
Santo Antônio do Caiuá,PR,257,9,2641.0
Santo Antônio do Paraíso,PR,299,4,2106.0
Santo Antônio do Sudoeste,PR,2294,31,20166.0
Santo Inácio,PR,584,18,5438.0
Sapopema,PR,785,18,6736.0
Sarandi,PR,13261,325,96688.0
Saudade do Iguaçu,PR,865,15,5500.0
Sengés,PR,2528,61,19327.0
Serranópolis do Iguaçu,PR,635,13,4495.0
Sertaneja,PR,740,17,5284.0
Sertanópolis,PR,2894,51,16369.0
Siqueira Campos,PR,3727,85,21016.0
Sulina,PR,388,7,2981.0
São Carlos do Ivaí,PR,1091,19,6878.0
São Jerônimo da Serra,PR,832,31,11170.0
São Jorge d'Oeste,PR,1504,34,9050.0
São Jorge do Ivaí,PR,825,15,5551.0
São Jorge do Patrocínio,PR,982,7,5641.0
São José da Boa Vista,PR,666,24,6206.0
São José das Palmeiras,PR,474,12,3654.0
São José dos Pinhais,PR,34781,1108,323340.0
São João,PR,1608,25,10241.0
São João do Caiuá,PR,575,12,5855.0
São João do Ivaí,PR,1387,26,10219.0
São João do Triunfo,PR,839,10,15120.0
São Manoel do Paraná,PR,213,2,2160.0
São Mateus do Sul,PR,4557,86,46261.0
São Miguel do Iguaçu,PR,3559,76,27452.0
São Pedro do Iguaçu,PR,717,19,5897.0
São Pedro do Ivaí,PR,1427,49,10981.0
São Pedro do Paraná,PR,248,1,2313.0
São Sebastião da Amoreira,PR,935,28,8853.0
São Tomé,PR,737,5,5722.0
Tamarana,PR,1262,38,14797.0
Tamboara,PR,578,13,5120.0
Tapejara,PR,2076,36,16205.0
Tapira,PR,619,12,5539.0
Teixeira Soares,PR,900,15,12367.0
Telêmaco Borba,PR,17865,390,78974.0
Terra Boa,PR,2625,58,17094.0
Terra Rica,PR,1243,29,16789.0
Terra Roxa,PR,2276,43,17481.0
Tibagi,PR,2724,93,20522.0
Tijucas do Sul,PR,2288,76,16868.0
Toledo,PR,27344,464,140635.0
Tomazina,PR,900,29,7918.0
Três Barras do Paraná,PR,1535,56,12040.0
Tunas do Paraná,PR,803,23,8769.0
Tuneiras do Oeste,PR,1105,24,8566.0
Tupãssi,PR,909,22,8124.0
Turvo,PR,2567,36,13215.0
Ubiratã,PR,2222,96,21013.0
Umuarama,PR,18380,326,111557.0
Uniflor,PR,118,4,2605.0
União da Vitória,PR,8056,141,57517.0
Uraí,PR,805,33,11314.0
Ventania,PR,1241,46,11892.0
Vera Cruz do Oeste,PR,1232,48,8521.0
Verê,PR,1164,23,7257.0
Virmond,PR,374,6,4023.0
Vitorino,PR,1110,37,6838.0
Wenceslau Braz,PR,2310,85,19414.0
Xambrê,PR,616,8,5679.0
Ângulo,PR,385,7,2928.0
Amparo de São Francisco,SE,256,5,2374.0
Aquidabã,SE,2410,40,21563.0
Aracaju,SE,128400,2435,657013.0
Arauá,SE,1293,22,10056.0
Areia Branca,SE,2112,49,18542.0
Barra dos Coqueiros,SE,7076,100,30407.0
Boquim,SE,2699,68,26816.0
Brejo Grande,SE,463,13,8309.0
Campo do Brito,SE,2206,29,18109.0
Canhoba,SE,352,7,4008.0
Canindé de São Francisco,SE,2543,48,29900.0
Capela,SE,2885,45,34213.0
Carira,SE,2244,48,22082.0
Carmópolis,SE,1080,40,16634.0
Cedro de São João,SE,1035,20,5897.0
Cristinápolis,SE,618,30,17874.0
Cumbe,SE,299,4,3987.0
Divina Pastora,SE,856,12,5138.0
Estância,SE,7724,176,69184.0
Feira Nova,SE,246,7,5584.0
Frei Paulo,SE,1737,36,15421.0
Gararu,SE,678,17,11604.0
General Maynard,SE,378,10,3346.0
Graccho Cardoso,SE,552,7,5818.0
Ilha das Flores,SE,389,18,8520.0
Indiaroba,SE,517,30,17957.0
Itabaiana,SE,13247,258,95427.0
Itabaianinha,SE,3029,73,41928.0
Itabi,SE,214,2,4903.0
Itaporanga d'Ajuda,SE,3163,70,34356.0
Japaratuba,SE,1506,55,18743.0
Japoatã,SE,433,23,13434.0
Lagarto,SE,7864,222,104408.0
Laranjeiras,SE,1905,57,29826.0
Macambira,SE,673,8,6919.0
Malhada dos Bois,SE,331,7,3682.0
Malhador,SE,1118,30,12618.0
Maruim,SE,1164,42,17213.0
Moita Bonita,SE,1204,14,11335.0
Monte Alegre de Sergipe,SE,892,13,15031.0
Muribeca,SE,317,16,7625.0
Neópolis,SE,1417,42,18719.0
Nossa Senhora Aparecida,SE,834,18,8796.0
Nossa Senhora da Glória,SE,2792,79,36924.0
Nossa Senhora das Dores,SE,2138,50,26629.0
Nossa Senhora de Lourdes,SE,496,12,6483.0
Nossa Senhora do Socorro,SE,18147,580,183628.0
Pacatuba,SE,832,25,14428.0
Pedra Mole,SE,281,8,3261.0
Pedrinhas,SE,677,18,9602.0
Pinhão,SE,347,20,6576.0
Pirambu,SE,760,28,9280.0
Porto da Folha,SE,1689,37,28596.0
Poço Redondo,SE,1104,32,34775.0
Poço Verde,SE,2197,50,23728.0
Propriá,SE,3683,80,29626.0
Riachuelo,SE,733,18,10213.0
Riachão do Dantas,SE,1496,35,19805.0
Ribeirópolis,SE,1800,34,18652.0
Rosário do Catete,SE,891,20,10855.0
Salgado,SE,1693,44,19998.0
Santa Luzia do Itanhy,SE,759,13,14035.0
Santa Rosa de Lima,SE,364,8,3913.0
Santana do São Francisco,SE,628,15,7780.0
Santo Amaro das Brotas,SE,696,19,12102.0
Simão Dias,SE,3379,89,40484.0
Siriri,SE,850,12,8893.0
São Cristóvão,SE,9941,244,90072.0
São Domingos,SE,906,31,11137.0
São Francisco,SE,324,12,3724.0
São Miguel do Aleixo,SE,457,5,3930.0
Telha,SE,406,10,3227.0
Tobias Barreto,SE,4754,99,52191.0
Tomar do Geru,SE,1096,27,13536.0
Umbaúba,SE,2139,41,25294.0
Abdon Batista,SC,480,4,2563.0
Abelardo Luz,SC,2091,65,17904.0
Agrolândia,SC,2235,31,10864.0
Agronômica,SC,1110,15,5448.0
Alfredo Wagner,SC,1385,10,10036.0
Alto Bela Vista,SC,376,3,1937.0
Anchieta,SC,942,11,5638.0
Angelina,SC,747,6,4801.0
Anita Garibaldi,SC,1759,10,7133.0
Anitápolis,SC,429,6,3232.0
Antônio Carlos,SC,2286,29,8513.0
Apiúna,SC,1333,19,10743.0
Arabutã,SC,572,10,4267.0
Araquari,SC,6365,93,38129.0
Araranguá,SC,14388,272,68228.0
Armazém,SC,1573,36,8674.0
Arroio Trinta,SC,1024,15,3550.0
Arvoredo,SC,403,5,2240.0
Ascurra,SC,2116,13,7934.0
Atalanta,SC,791,11,3210.0
Aurora,SC,1352,20,5679.0
Balneário Arroio do Silva,SC,2956,62,13071.0
Balneário Barra do Sul,SC,2024,50,10795.0
Balneário Camboriú,SC,33983,473,142295.0
Balneário Gaivota,SC,2695,39,10979.0
Balneário Piçarras,SC,6715,71,23147.0
Balneário Rincão,SC,2242,54,12760.0
Bandeirante,SC,556,7,2678.0
Barra Bonita,SC,387,2,1677.0
Barra Velha,SC,5906,140,29168.0
Bela Vista do Toldo,SC,95,5,6337.0
Belmonte,SC,515,5,2706.0
Benedito Novo,SC,1398,20,11652.0
Biguaçu,SC,15003,180,68481.0
Blumenau,SC,80865,747,357199.0
Bocaina do Sul,SC,719,5,3474.0
Bom Jardim da Serra,SC,958,8,4743.0
Bom Jesus,SC,731,11,3010.0
Bom Jesus do Oeste,SC,331,6,2142.0
Bom Retiro,SC,1177,22,9966.0
Bombinhas,SC,4373,73,19769.0
Botuverá,SC,1437,12,5246.0
Braço do Norte,SC,12128,118,33450.0
Braço do Trombudo,SC,1187,7,3743.0
Brunópolis,SC,612,9,2420.0
Brusque,SC,34891,340,134723.0
Caibi,SC,1138,16,6148.0
Calmon,SC,69,7,3346.0
Camboriú,SC,17646,203,82989.0
Campo Alegre,SC,1456,43,11978.0
Campo Belo do Sul,SC,1084,23,7016.0
Campo Erê,SC,2020,23,8526.0
Campos Novos,SC,7247,130,36244.0
Canelinha,SC,2026,21,12240.0
Canoinhas,SC,9983,129,54401.0
Capinzal,SC,6635,56,22848.0
Capivari de Baixo,SC,6080,92,24871.0
Capão Alto,SC,295,2,2525.0
Catanduvas,SC,2887,33,10861.0
Caxambu do Sul,SC,1013,13,3642.0
Caçador,SC,7900,300,78595.0
Celso Ramos,SC,731,7,2728.0
Cerro Negro,SC,304,4,3124.0
Chapadão do Lageado,SC,627,6,2988.0
Chapecó,SC,57425,823,220367.0
Cocal do Sul,SC,4668,66,16684.0
Concórdia,SC,19860,240,74641.0
Cordilheira Alta,SC,915,8,4453.0
Coronel Freitas,SC,2370,31,9981.0
Coronel Martins,SC,369,3,2549.0
Correia Pinto,SC,3054,60,12795.0
Corupá,SC,2321,42,15909.0
Criciúma,SC,49403,695,215186.0
Cunha Porã,SC,1643,27,11086.0
Cunhataí,SC,199,2,1962.0
Curitibanos,SC,8528,204,39745.0
Descanso,SC,1403,19,8250.0
Dionísio Cerqueira,SC,2896,54,15498.0
Dona Emma,SC,872,6,4146.0
Doutor Pedrinho,SC,588,6,4064.0
Entre Rios,SC,939,10,3203.0
Ermo,SC,514,6,2063.0
Erval Velho,SC,1396,13,4412.0
Faxinal dos Guedes,SC,3003,43,10667.0
Flor do Sertão,SC,257,0,1582.0
Florianópolis,SC,117005,1201,500973.0
Formosa do Sul,SC,496,8,2510.0
Forquilhinha,SC,7693,64,26793.0
Fraiburgo,SC,5941,126,36443.0
Frei Rogério,SC,590,11,2023.0
Galvão,SC,561,12,2873.0
Garopaba,SC,5086,53,23078.0
Garuva,SC,3355,35,18145.0
Gaspar,SC,12719,204,69639.0
Governador Celso Ramos,SC,3959,33,14471.0
Gravatal,SC,2618,53,11501.0
Grão Pará,SC,1989,15,6569.0
Guabiruba,SC,4363,52,23832.0
Guaraciaba,SC,2251,33,10090.0
Guaramirim,SC,8898,105,44819.0
Guarujá do Sul,SC,834,11,5160.0
Guatambú,SC,1239,20,4704.0
Herval d'Oeste,SC,5674,69,22606.0
Ibiam,SC,325,4,1957.0
Ibicaré,SC,627,9,3202.0
Ibirama,SC,2571,40,18950.0
Ilhota,SC,2414,39,14184.0
Imaruí,SC,1161,25,10135.0
Imbituba,SC,7833,121,44853.0
Imbuia,SC,878,11,6197.0
Importados/Indefinidos,SC,0,0,
Indaial,SC,13388,145,69425.0
Iomerê,SC,565,11,2945.0
Ipira,SC,579,7,4446.0
Iporã do Oeste,SC,894,16,8996.0
Ipuaçu,SC,1286,18,7514.0
Ipumirim,SC,913,11,7593.0
Iraceminha,SC,643,5,3976.0
Irani,SC,1917,22,10419.0
Irati,SC,436,8,1930.0
Irineópolis,SC,1203,15,11222.0
Itaiópolis,SC,3834,57,21669.0
Itajaí,SC,47995,842,219536.0
Itapema,SC,19745,275,65312.0
Itapiranga,SC,2648,20,16872.0
Itapoá,SC,4776,79,20576.0
Ituporanga,SC,4886,73,25086.0
Itá,SC,1703,26,6169.0
Içara,SC,9643,149,56421.0
Jaborá,SC,1056,11,3936.0
Jacinto Machado,SC,2405,40,10416.0
Jaguaruna,SC,4249,64,20024.0
Jaraguá do Sul,SC,43587,448,177697.0
Jardinópolis,SC,549,5,1570.0
Joaçaba,SC,9060,80,30118.0
Joinville,SC,154982,2192,590466.0
José Boiteux,SC,862,11,4997.0
Jupiá,SC,312,6,2101.0
Lacerdópolis,SC,690,4,2246.0
Lages,SC,38763,567,157544.0
Laguna,SC,8652,169,45814.0
Lajeado Grande,SC,426,5,1427.0
Laurentino,SC,1579,11,6970.0
Lauro Müller,SC,3101,62,15244.0
Lebon Régis,SC,1657,66,12107.0
Leoberto Leal,SC,686,2,3041.0
Lindóia do Sul,SC,1217,12,4563.0
